Lipid,Sample,Value,DayNight,hours,SubjectID
SM(d16:1/16:0),Subject_9_time_2,-3.7015034745197637,day,4.5,Subject_9
PC(22:6/0:0)_A,Subject_9_time_2,9.716876002778152,day,4.5,Subject_9
TG(17:0/18:1/18:1),Subject_9_time_2,3.8849928969561707,day,4.5,Subject_9
PC(18:0/22:4),Subject_9_time_2,-10.241892950268065,day,4.5,Subject_9
PC(18:1/22:6)_B,Subject_9_time_2,-2.2494856306176487,day,4.5,Subject_9
TG(44:1),Subject_9_time_2,1.081819461060299,day,4.5,Subject_9
PC(O-18:0/22:6),Subject_9_time_2,1.752264239275035,day,4.5,Subject_9
PC(17:0/20:4)_B,Subject_9_time_2,-6.769472156428334,day,4.5,Subject_9
TG(62:2),Subject_9_time_2,0.9249302217922486,day,4.5,Subject_9
TG(14:0/16:0/16:0),Subject_9_time_2,3.562937267401776,day,4.5,Subject_9
TG(52:5),Subject_9_time_2,-3.3006686144684476,day,4.5,Subject_9
TG(48:2),Subject_9_time_2,4.229429249164776,day,4.5,Subject_9
PC(15:0/20:5),Subject_9_time_2,-2.928055650453117,day,4.5,Subject_9
PC(20:3/20:4),Subject_9_time_2,2.806680654597783,day,4.5,Subject_9
PC(18:1/20:3),Subject_9_time_2,1.535282147043899,day,4.5,Subject_9
PC(22:6/0:0)_B,Subject_9_time_2,13.000480326542181,day,4.5,Subject_9
Cer(d18:0/22:0),Subject_9_time_2,7.863554643517673,day,4.5,Subject_9
TG(18:2/18:2/18:3),Subject_9_time_2,-9.00098198029171,day,4.5,Subject_9
SM(d18:2/14:0),Subject_9_time_2,-0.10904283447562557,day,4.5,Subject_9
TG(16:0/18:1/20:4),Subject_9_time_2,1.4893341215341498,day,4.5,Subject_9
TG(18:1/18:2/23:0),Subject_9_time_2,5.250068506909116,day,4.5,Subject_9
DG(18:1/0:0/18:1);DG(18:0/18:2/0:0),Subject_9_time_2,0.29434523788675204,day,4.5,Subject_9
PC(16:0/16:1);PC(14:0/18:1),Subject_9_time_2,0.4525357325938001,day,4.5,Subject_9
PC(16:1/0:0)_A,Subject_9_time_2,3.555773019870451,day,4.5,Subject_9
PC(16:0/O-16:0),Subject_9_time_2,-11.031587540213621,day,4.5,Subject_9
TG(16:0/18:1/22:0),Subject_9_time_2,1.4072422741525104,day,4.5,Subject_9
CE(20:3),Subject_9_time_2,7.377890115012196,day,4.5,Subject_9
PC(16:0/9:0(CHO)),Subject_9_time_2,-0.6336012186081447,day,4.5,Subject_9
PC(O-18:0/18:1),Subject_9_time_2,-12.420009054264705,day,4.5,Subject_9
TG(14:0/16:0/22:6),Subject_9_time_2,-0.3727831520639051,day,4.5,Subject_9
PC(15:0/16:0),Subject_9_time_2,-9.798987283863624,day,4.5,Subject_9
PC(20:0/20:4),Subject_9_time_2,7.394918678646916,day,4.5,Subject_9
TG(58:1),Subject_9_time_2,-2.8445346909077323,day,4.5,Subject_9
TG(18:1/18:2/26:0),Subject_9_time_2,2.397490366213133,day,4.5,Subject_9
PC(20:3/0:0)_A,Subject_9_time_2,-2.930793788608885,day,4.5,Subject_9
TG(18:1/22:0/22:0),Subject_9_time_3,2.379715562753769,day,7.5,Subject_9
TG(54:0),Subject_9_time_3,8.317805202586456,day,7.5,Subject_9
PC(O-18:0/20:3),Subject_9_time_3,-0.9312368852281429,day,7.5,Subject_9
TG(16:0/18:1/18:1),Subject_9_time_3,1.5107187966507385,day,7.5,Subject_9
Cer(d18:0/24:0),Subject_9_time_3,-8.103840216988488,day,7.5,Subject_9
PC(18:2/0:0)_B,Subject_9_time_3,-4.258158593662283,day,7.5,Subject_9
TG(15:0/18:1/18:2),Subject_9_time_3,-2.077640875537293,day,7.5,Subject_9
PC(16:0/18:1),Subject_9_time_3,-0.4588804741814,day,7.5,Subject_9
PC(0:0/14:0)_B,Subject_9_time_3,1.6320001669959536,day,7.5,Subject_9
GalCer(d18:1/24:0),Subject_9_time_3,-4.122236530886864,day,7.5,Subject_9
PC(16:0/20:4)_A,Subject_9_time_3,1.2203389972590477,day,7.5,Subject_9
TG(16:1/16:1/22:6),Subject_9_time_3,-2.7898678860950565,day,7.5,Subject_9
PC(37:5),Subject_9_time_3,-0.3710769116408582,day,7.5,Subject_9
PC(O-18:1/18:2),Subject_9_time_3,1.4546835977158528,day,7.5,Subject_9
PC(17:0/18:2)_B,Subject_9_time_3,1.1018492774460293,day,7.5,Subject_9
TG(18:2/18:2/24:0),Subject_9_time_3,2.8209836902392214,day,7.5,Subject_9
PC(15:0/20:3),Subject_9_time_3,4.207942369006835,day,7.5,Subject_9
SM(d18:2/21:0),Subject_9_time_3,-3.523045397102702,day,7.5,Subject_9
TG(16:0/18:0/18:0),Subject_9_time_3,1.3605842861101929,day,7.5,Subject_9
PC(18:0/18:0);PC(16:0/20:0),Subject_9_time_3,-1.1416783733790128,day,7.5,Subject_9
TG(54:1),Subject_9_time_3,-3.7963048796189187,day,7.5,Subject_9
PC(18:2/18:2),Subject_9_time_3,-5.859960801546842,day,7.5,Subject_9
TG(54:3),Subject_9_time_3,-2.177204185703304,day,7.5,Subject_9
TG(56:2),Subject_9_time_3,-5.209719580047912,day,7.5,Subject_9
SM(d18:1/22:0),Subject_9_time_3,-5.961742273485188,day,7.5,Subject_9
PC(16:1/20:4),Subject_9_time_3,5.7548688150241585,day,7.5,Subject_9
PC(22:0/0:0),Subject_9_time_3,-1.5514126674056117,day,7.5,Subject_9
DG(18:0/0:0/18:0),Subject_9_time_3,-5.578320670853309,day,7.5,Subject_9
TG(47:0),Subject_9_time_3,9.928477473147696,day,7.5,Subject_9
TG(12:0/18:2/20:4),Subject_9_time_3,7.540392220586143,day,7.5,Subject_9
PC(15:0/18:2),Subject_9_time_3,1.3603473907645072,day,7.5,Subject_9
TG(56:3),Subject_9_time_3,-14.148121573208082,day,7.5,Subject_9
TG(18:1/18:1/23:0),Subject_9_time_3,8.658896394508487,day,7.5,Subject_9
SM(d16:1/14:0),Subject_9_time_3,-0.3155402957742536,day,7.5,Subject_9
PC(P-18:0/22:6)_B,Subject_9_time_3,0.02716032882675845,day,7.5,Subject_9
PC(18:0/18:1),Subject_9_time_3,-2.022260898401714,day,7.5,Subject_9
PC(0:0/16:0)_A,Subject_9_time_3,8.799080414661962,day,7.5,Subject_9
TG(58:9),Subject_9_time_3,8.409549419011977,day,7.5,Subject_9
PC(14:0/16:0),Subject_9_time_3,-4.734507321173665,day,7.5,Subject_9
CE(18:2),Subject_9_time_3,4.657851725833151,day,7.5,Subject_9
PC(18:0/18:2),Subject_9_time_3,-3.8436605034707663,day,7.5,Subject_9
PC(20:3/0:0)_B,Subject_9_time_3,-5.465792497701818,day,7.5,Subject_9
PC(17:0/20:3)_B,Subject_9_time_3,0.5094519858073825,day,7.5,Subject_9
PC(14:0/18:2);PC(16:1/16:1),Subject_9_time_3,2.1386049937823235,day,7.5,Subject_9
TG(56:7),Subject_9_time_3,-4.45203691963643,day,7.5,Subject_9
PC(18:0/20:4);PC(16:0/22:4),Subject_9_time_3,1.2873711944958222,day,7.5,Subject_9
PC(16:0/20:5),Subject_9_time_3,3.277265127155012,day,7.5,Subject_9
TG(18:1/18:1/21:0),Subject_9_time_3,-0.29891594719098546,day,7.5,Subject_9
PC(18:0/22:5)_A,Subject_9_time_3,-0.37058979287779537,day,7.5,Subject_9
TG(16:0/16:0/18:0),Subject_9_time_3,9.349095809248551,day,7.5,Subject_9
PC(P-16:0/18:2),Subject_9_time_3,1.5040220329401737,day,7.5,Subject_9
PC(18:1/20:1),Subject_9_time_3,-2.492662295597561,day,7.5,Subject_9
PC(0:0/20:4)_A,Subject_9_time_3,-0.9715140716225095,day,7.5,Subject_9
SM(d18:2/16:0)_B,Subject_9_time_3,7.485845198289002,day,7.5,Subject_9
SM(d18:1/16:0)_B,Subject_9_time_3,-4.1846683454047895,day,7.5,Subject_9
TG(18:2/18:3/18:3),Subject_9_time_3,-2.615763117490324,day,7.5,Subject_9
TG(51:1),Subject_9_time_3,-11.37942606121459,day,7.5,Subject_9
TG(16:1/18:2/18:3),Subject_9_time_3,5.195029761314468,day,7.5,Subject_9
PC(0:0/14:0)_A,Subject_9_time_3,9.892587489653488,day,7.5,Subject_9
SM(d18:2/25:0),Subject_9_time_3,-2.2689303422290603,day,7.5,Subject_9
TG(16:0/18:2/22:6),Subject_9_time_3,3.5401806461975918,day,7.5,Subject_9
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_9_time_3,5.178391458329221,day,7.5,Subject_9
PC(18:3/0:0),Subject_9_time_3,-9.339991762308264e-4,day,7.5,Subject_9
PC(18:1/20:4);PC(16:0/22:5),Subject_9_time_3,-4.005205788898879,day,7.5,Subject_9
SM(d18:1/17:0),Subject_9_time_3,-7.49409937914857,day,7.5,Subject_9
SM(d16:1/16:0),Subject_9_time_3,0.8258630940806938,day,7.5,Subject_9
PC(22:6/0:0)_A,Subject_9_time_3,16.27255993865767,day,7.5,Subject_9
TG(17:0/18:1/18:1),Subject_9_time_3,7.337283964398559,day,7.5,Subject_9
PC(18:0/22:4),Subject_9_time_3,-4.469823410920042,day,7.5,Subject_9
PC(18:1/22:6)_B,Subject_9_time_3,-6.138107801975666,day,7.5,Subject_9
TG(44:1),Subject_9_time_3,7.674529301095573,day,7.5,Subject_9
PC(O-18:0/22:6),Subject_9_time_3,2.9671737374380394,day,7.5,Subject_9
PC(17:0/20:4)_B,Subject_9_time_3,-9.32405676498985,day,7.5,Subject_9
TG(62:2),Subject_9_time_3,-4.066701929286674,day,7.5,Subject_9
TG(14:0/16:0/16:0),Subject_9_time_3,-3.875573235126134,day,7.5,Subject_9
TG(52:5),Subject_9_time_3,0.28927826143784025,day,7.5,Subject_9
TG(48:2),Subject_9_time_3,8.974430343958906,day,7.5,Subject_9
PC(15:0/20:5),Subject_9_time_3,-5.459580219902712,day,7.5,Subject_9
PC(20:3/20:4),Subject_9_time_3,6.160726667328246,day,7.5,Subject_9
PC(18:1/20:3),Subject_9_time_3,-5.050435940995372,day,7.5,Subject_9
PC(22:6/0:0)_B,Subject_9_time_3,9.641883181619093,day,7.5,Subject_9
Cer(d18:0/22:0),Subject_9_time_3,1.4927896454117517,day,7.5,Subject_9
TG(18:2/18:2/18:3),Subject_9_time_3,-6.503312090120538,day,7.5,Subject_9
SM(d18:2/14:0),Subject_9_time_3,0.36034525395597383,day,7.5,Subject_9
TG(16:0/18:1/20:4),Subject_9_time_3,-3.2257084982883444,day,7.5,Subject_9
TG(18:1/18:2/23:0),Subject_9_time_3,5.698318207770095,day,7.5,Subject_9
DG(18:1/0:0/18:1);DG(18:0/18:2/0:0),Subject_9_time_3,-1.6344651396573968,day,7.5,Subject_9
PC(16:0/16:1);PC(14:0/18:1),Subject_9_time_3,-2.456031841193865,day,7.5,Subject_9
PC(16:1/0:0)_A,Subject_9_time_3,5.322330701763559,day,7.5,Subject_9
PC(16:0/O-16:0),Subject_9_time_3,-13.003917889575034,day,7.5,Subject_9
TG(16:0/18:1/22:0),Subject_9_time_3,1.538215155373092,day,7.5,Subject_9
CE(20:3),Subject_9_time_3,6.8829994935507806,day,7.5,Subject_9
PC(16:0/9:0(CHO)),Subject_9_time_3,1.4510307341707023,day,7.5,Subject_9
PC(O-18:0/18:1),Subject_9_time_3,-4.9869184065939445,day,7.5,Subject_9
TG(14:0/16:0/22:6),Subject_9_time_3,1.127667037959074,day,7.5,Subject_9
PC(15:0/16:0),Subject_9_time_3,-9.60887273690176,day,7.5,Subject_9
PC(20:0/20:4),Subject_9_time_3,10.914936518350057,day,7.5,Subject_9
TG(58:1),Subject_9_time_3,3.8746644696338626,day,7.5,Subject_9
TG(18:1/18:2/26:0),Subject_9_time_3,-1.8750101103676027,day,7.5,Subject_9
PC(20:3/0:0)_A,Subject_9_time_3,-7.1264087790975745,day,7.5,Subject_9
TG(18:1/22:0/22:0),Subject_9_time_4,8.355794200352383,day,10.5,Subject_9
TG(54:0),Subject_9_time_4,6.46169556595741,day,10.5,Subject_9
PC(O-18:0/20:3),Subject_9_time_4,-4.838425787349338,day,10.5,Subject_9
TG(16:0/18:1/18:1),Subject_9_time_4,1.7344751050428902,day,10.5,Subject_9
Cer(d18:0/24:0),Subject_9_time_4,-8.151571517221244,day,10.5,Subject_9
PC(18:2/0:0)_B,Subject_9_time_4,-3.071261623325542,day,10.5,Subject_9
TG(15:0/18:1/18:2),Subject_9_time_4,0.950284765735766,day,10.5,Subject_9
PC(16:0/18:1),Subject_9_time_4,-0.5473793377127895,day,10.5,Subject_9
PC(0:0/14:0)_B,Subject_9_time_4,5.782901822105663,day,10.5,Subject_9
GalCer(d18:1/24:0),Subject_9_time_4,-2.9388570603368107,day,10.5,Subject_9
PC(16:0/20:4)_A,Subject_9_time_4,4.1715982050207785,day,10.5,Subject_9
TG(16:1/16:1/22:6),Subject_9_time_4,-8.449346833076124,day,10.5,Subject_9
PC(37:5),Subject_9_time_4,0.9407280007375676,day,10.5,Subject_9
PC(O-18:1/18:2),Subject_9_time_4,-6.6198821503106675,day,10.5,Subject_9
PC(17:0/18:2)_B,Subject_9_time_4,-2.000062946953265,day,10.5,Subject_9
TG(18:2/18:2/24:0),Subject_9_time_4,-2.3535911233677864,day,10.5,Subject_9
PC(15:0/20:3),Subject_9_time_4,11.11297869154169,day,10.5,Subject_9
SM(d18:2/21:0),Subject_9_time_4,-6.924030017829616,day,10.5,Subject_9
TG(16:0/18:0/18:0),Subject_9_time_4,6.988974760852434,day,10.5,Subject_9
PC(18:0/18:0);PC(16:0/20:0),Subject_9_time_4,0.49387075457759105,day,10.5,Subject_9
TG(54:1),Subject_9_time_4,-4.646781546123322,day,10.5,Subject_9
PC(18:2/18:2),Subject_9_time_4,-2.1097961458986965,day,10.5,Subject_9
TG(54:3),Subject_9_time_4,-2.829410133381091,day,10.5,Subject_9
TG(56:2),Subject_9_time_4,0.8061727919161007,day,10.5,Subject_9
SM(d18:1/22:0),Subject_9_time_4,-3.319089162940679,day,10.5,Subject_9
PC(16:1/20:4),Subject_9_time_4,10.5795050751578,day,10.5,Subject_9
PC(22:0/0:0),Subject_9_time_4,-0.677248910765726,day,10.5,Subject_9
DG(18:0/0:0/18:0),Subject_9_time_4,-4.534467987297129,day,10.5,Subject_9
TG(47:0),Subject_9_time_4,0.21207135617663828,day,10.5,Subject_9
TG(12:0/18:2/20:4),Subject_9_time_4,-1.362064712641448,day,10.5,Subject_9
PC(15:0/18:2),Subject_9_time_4,-1.8041539424791284,day,10.5,Subject_9
TG(56:3),Subject_9_time_4,-6.8647730494877,day,10.5,Subject_9
TG(18:1/18:1/23:0),Subject_9_time_4,1.1077079571722126,day,10.5,Subject_9
SM(d16:1/14:0),Subject_9_time_4,3.2720471970141385,day,10.5,Subject_9
PC(P-18:0/22:6)_B,Subject_9_time_4,2.608836484192235,day,10.5,Subject_9
PC(18:0/18:1),Subject_9_time_4,0.7580601958621211,day,10.5,Subject_9
PC(0:0/16:0)_A,Subject_9_time_4,10.682723625145202,day,10.5,Subject_9
TG(58:9),Subject_9_time_4,0.7396818423971734,day,10.5,Subject_9
PC(14:0/16:0),Subject_9_time_4,3.2618505241909164,day,10.5,Subject_9
CE(18:2),Subject_9_time_4,1.457915651873957,day,10.5,Subject_9
PC(18:0/18:2),Subject_9_time_4,-2.823087815418082,day,10.5,Subject_9
PC(20:3/0:0)_B,Subject_9_time_4,5.836914350788752,day,10.5,Subject_9
PC(17:0/20:3)_B,Subject_9_time_4,-0.11471170280175164,day,10.5,Subject_9
PC(14:0/18:2);PC(16:1/16:1),Subject_9_time_4,3.6089973708048757,day,10.5,Subject_9
TG(56:7),Subject_9_time_4,-4.211359225391108,day,10.5,Subject_9
PC(18:0/20:4);PC(16:0/22:4),Subject_9_time_4,-2.87682813297596,day,10.5,Subject_9
PC(16:0/20:5),Subject_9_time_4,4.008590395974405,day,10.5,Subject_9
TG(18:1/18:1/21:0),Subject_9_time_4,1.220690205232311,day,10.5,Subject_9
PC(18:0/22:5)_A,Subject_9_time_4,-5.8931880075451595,day,10.5,Subject_9
TG(16:0/16:0/18:0),Subject_9_time_4,3.815787965900025,day,10.5,Subject_9
PC(P-16:0/18:2),Subject_9_time_4,3.3657564637587294,day,10.5,Subject_9
PC(18:1/20:1),Subject_9_time_4,1.9078926651046566,day,10.5,Subject_9
PC(0:0/20:4)_A,Subject_9_time_4,2.851908495144534,day,10.5,Subject_9
SM(d18:2/16:0)_B,Subject_9_time_4,3.058283509150601,day,10.5,Subject_9
SM(d18:1/16:0)_B,Subject_9_time_4,-11.067885113584627,day,10.5,Subject_9
TG(18:2/18:3/18:3),Subject_9_time_4,1.6800355897930666,day,10.5,Subject_9
TG(51:1),Subject_9_time_4,-11.678624462037426,day,10.5,Subject_9
TG(16:1/18:2/18:3),Subject_9_time_4,9.784159474397233,day,10.5,Subject_9
PC(0:0/14:0)_A,Subject_9_time_4,0.2261898561365686,day,10.5,Subject_9
SM(d18:2/25:0),Subject_9_time_4,-1.7617521321841174,day,10.5,Subject_9
TG(16:0/18:2/22:6),Subject_9_time_4,10.676005719551013,day,10.5,Subject_9
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_9_time_4,0.8030561749647213,day,10.5,Subject_9
PC(18:3/0:0),Subject_9_time_4,1.2358666353668564,day,10.5,Subject_9
PC(18:1/20:4);PC(16:0/22:5),Subject_9_time_4,5.450679953642497,day,10.5,Subject_9
SM(d18:1/17:0),Subject_9_time_4,-9.593739460974168,day,10.5,Subject_9
SM(d16:1/16:0),Subject_9_time_4,-2.109414544093661,day,10.5,Subject_9
PC(22:6/0:0)_A,Subject_9_time_4,4.151469087602649,day,10.5,Subject_9
TG(17:0/18:1/18:1),Subject_9_time_4,3.1741495149611403,day,10.5,Subject_9
PC(18:0/22:4),Subject_9_time_4,-4.189355937610248,day,10.5,Subject_9
PC(18:1/22:6)_B,Subject_9_time_4,-4.2615137237861145,day,10.5,Subject_9
TG(44:1),Subject_9_time_4,9.784882956265763,day,10.5,Subject_9
PC(O-18:0/22:6),Subject_9_time_4,-2.3246326143794604,day,10.5,Subject_9
PC(17:0/20:4)_B,Subject_9_time_4,-9.873467739720525,day,10.5,Subject_9
TG(62:2),Subject_9_time_4,4.359199885563647,day,10.5,Subject_9
TG(14:0/16:0/16:0),Subject_9_time_4,-2.8548565376534665,day,10.5,Subject_9
TG(52:5),Subject_9_time_4,-0.9357136195382552,day,10.5,Subject_9
TG(48:2),Subject_9_time_4,0.2020547561864774,day,10.5,Subject_9
PC(15:0/20:5),Subject_9_time_4,0.7849173148286781,day,10.5,Subject_9
PC(20:3/20:4),Subject_9_time_4,1.824100790846876,day,10.5,Subject_9
PC(18:1/20:3),Subject_9_time_4,-0.6025927517649441,day,10.5,Subject_9
PC(22:6/0:0)_B,Subject_9_time_4,6.077067262630698,day,10.5,Subject_9
Cer(d18:0/22:0),Subject_9_time_4,-8.828917649730501,day,10.5,Subject_9
TG(18:2/18:2/18:3),Subject_9_time_4,-9.232701600491094,day,10.5,Subject_9
SM(d18:2/14:0),Subject_9_time_4,-4.4218423362280586,day,10.5,Subject_9
TG(16:0/18:1/20:4),Subject_9_time_4,-10.480103455411635,day,10.5,Subject_9
TG(18:1/18:2/23:0),Subject_9_time_4,6.423951390138636,day,10.5,Subject_9
DG(18:1/0:0/18:1);DG(18:0/18:2/0:0),Subject_9_time_4,-0.5814754696236142,day,10.5,Subject_9
PC(16:0/16:1);PC(14:0/18:1),Subject_9_time_4,2.4347653605549078,day,10.5,Subject_9
PC(16:1/0:0)_A,Subject_9_time_4,7.739683263745071,day,10.5,Subject_9
PC(16:0/O-16:0),Subject_9_time_4,-6.894525290914148,day,10.5,Subject_9
TG(16:0/18:1/22:0),Subject_9_time_4,-2.350252290152114,day,10.5,Subject_9
CE(20:3),Subject_9_time_4,5.7127823324764115,day,10.5,Subject_9
PC(16:0/9:0(CHO)),Subject_9_time_4,-2.4262721890953487,day,10.5,Subject_9
PC(O-18:0/18:1),Subject_9_time_4,8.673145393716334,day,10.5,Subject_9
TG(14:0/16:0/22:6),Subject_9_time_4,6.490279566111233,day,10.5,Subject_9
PC(15:0/16:0),Subject_9_time_4,4.24825471985417,day,10.5,Subject_9
PC(20:0/20:4),Subject_9_time_4,6.489866866769246,day,10.5,Subject_9
TG(58:1),Subject_9_time_4,2.7676724690332586,day,10.5,Subject_9
TG(18:1/18:2/26:0),Subject_9_time_4,-4.188169595212736,day,10.5,Subject_9
PC(20:3/0:0)_A,Subject_9_time_4,-1.3335172230274868,day,10.5,Subject_9
TG(18:1/22:0/22:0),Subject_9_time_5,7.103711317006729,day,13.5,Subject_9
TG(54:0),Subject_9_time_5,-3.662733762058098,day,13.5,Subject_9
PC(O-18:0/20:3),Subject_9_time_5,-7.660545701709491,day,13.5,Subject_9
TG(16:0/18:1/18:1),Subject_9_time_5,-2.671849011298327,day,13.5,Subject_9
Cer(d18:0/24:0),Subject_9_time_5,-1.1160357594046357,day,13.5,Subject_9
PC(18:2/0:0)_B,Subject_9_time_5,-9.549710851331668,day,13.5,Subject_9
TG(15:0/18:1/18:2),Subject_9_time_5,-1.5743669100533482,day,13.5,Subject_9
PC(16:0/18:1),Subject_9_time_5,8.860440185676582,day,13.5,Subject_9
PC(0:0/14:0)_B,Subject_9_time_5,-0.45758212470326876,day,13.5,Subject_9
GalCer(d18:1/24:0),Subject_9_time_5,2.300097688932327,day,13.5,Subject_9
PC(16:0/20:4)_A,Subject_9_time_5,7.995310467538316,day,13.5,Subject_9
TG(16:1/16:1/22:6),Subject_9_time_5,-1.8377612452369823,day,13.5,Subject_9
PC(37:5),Subject_9_time_5,1.5374860512600441,day,13.5,Subject_9
PC(O-18:1/18:2),Subject_9_time_5,-9.667037996536717,day,13.5,Subject_9
PC(17:0/18:2)_B,Subject_9_time_5,-9.528463009844582,day,13.5,Subject_9
TG(18:2/18:2/24:0),Subject_9_time_5,-1.736552564986753,day,13.5,Subject_9
PC(15:0/20:3),Subject_9_time_5,7.37783996769232,day,13.5,Subject_9
SM(d18:2/21:0),Subject_9_time_5,-9.153603825627764,day,13.5,Subject_9
TG(16:0/18:0/18:0),Subject_9_time_5,5.475090274482472,day,13.5,Subject_9
PC(18:0/18:0);PC(16:0/20:0),Subject_9_time_5,-2.4892174634808573,day,13.5,Subject_9
TG(54:1),Subject_9_time_5,-9.064882282843199,day,13.5,Subject_9
PC(18:2/18:2),Subject_9_time_5,3.9165184495130885,day,13.5,Subject_9
TG(54:3),Subject_9_time_5,-6.918882360696506,day,13.5,Subject_9
TG(56:2),Subject_9_time_5,-1.1084785472388463,day,13.5,Subject_9
SM(d18:1/22:0),Subject_9_time_5,1.64954623347516,day,13.5,Subject_9
PC(16:1/20:4),Subject_9_time_5,11.057979478151879,day,13.5,Subject_9
PC(22:0/0:0),Subject_9_time_5,2.253324783413886,day,13.5,Subject_9
DG(18:0/0:0/18:0),Subject_9_time_5,-3.2261603224823325,day,13.5,Subject_9
TG(47:0),Subject_9_time_5,-10.050013179033288,day,13.5,Subject_9
TG(12:0/18:2/20:4),Subject_9_time_5,5.062843144074096,day,13.5,Subject_9
PC(15:0/18:2),Subject_9_time_5,1.8574036754504115,day,13.5,Subject_9
TG(56:3),Subject_9_time_5,-3.1703781548079695,day,13.5,Subject_9
TG(18:1/18:1/23:0),Subject_9_time_5,-6.78850724837631,day,13.5,Subject_9
SM(d16:1/14:0),Subject_9_time_5,0.8967225118132542,day,13.5,Subject_9
PC(P-18:0/22:6)_B,Subject_9_time_5,3.74358474310597,day,13.5,Subject_9
PC(18:0/18:1),Subject_9_time_5,0.6927266676954578,day,13.5,Subject_9
PC(0:0/16:0)_A,Subject_9_time_5,-0.6464936232540983,day,13.5,Subject_9
TG(58:9),Subject_9_time_5,0.4624424184020418,day,13.5,Subject_9
PC(14:0/16:0),Subject_9_time_5,9.266182516824163,day,13.5,Subject_9
CE(18:2),Subject_9_time_5,-5.895652800690041,day,13.5,Subject_9
PC(18:0/18:2),Subject_9_time_5,9.52327035055557,day,13.5,Subject_9
PC(20:3/0:0)_B,Subject_9_time_5,4.587463914546735,day,13.5,Subject_9
PC(17:0/20:3)_B,Subject_9_time_5,-0.6313230169480879,day,13.5,Subject_9
PC(14:0/18:2);PC(16:1/16:1),Subject_9_time_5,3.4711654207748808,day,13.5,Subject_9
TG(56:7),Subject_9_time_5,4.082998934675036,day,13.5,Subject_9
PC(18:0/20:4);PC(16:0/22:4),Subject_9_time_5,1.2728545760220897,day,13.5,Subject_9
PC(16:0/20:5),Subject_9_time_5,8.946327362591278,day,13.5,Subject_9
TG(18:1/18:1/21:0),Subject_9_time_5,2.6923718117998745,day,13.5,Subject_9
PC(18:0/22:5)_A,Subject_9_time_5,-8.00694526003928,day,13.5,Subject_9
TG(16:0/16:0/18:0),Subject_9_time_5,-1.2213717408565354,day,13.5,Subject_9
PC(P-16:0/18:2),Subject_9_time_5,3.2915821965615915,day,13.5,Subject_9
PC(18:1/20:1),Subject_9_time_5,10.313071628340403,day,13.5,Subject_9
PC(0:0/20:4)_A,Subject_9_time_5,9.167785188764048,day,13.5,Subject_9
SM(d18:2/16:0)_B,Subject_9_time_5,-1.3398006401234244,day,13.5,Subject_9
SM(d18:1/16:0)_B,Subject_9_time_5,-10.963367252473308,day,13.5,Subject_9
TG(18:2/18:3/18:3),Subject_9_time_5,1.1701471008679327,day,13.5,Subject_9
TG(51:1),Subject_9_time_5,-3.48158411848131,day,13.5,Subject_9
TG(16:1/18:2/18:3),Subject_9_time_5,6.940035064473313,day,13.5,Subject_9
PC(0:0/14:0)_A,Subject_9_time_5,-5.315262941166471,day,13.5,Subject_9
SM(d18:2/25:0),Subject_9_time_5,-2.1392727375666127,day,13.5,Subject_9
TG(16:0/18:2/22:6),Subject_9_time_5,1.2717166087748368,day,13.5,Subject_9
TG(16:0/18:2/20:4);TG(18:1/18:2/18:3),Subject_9_time_5,-0.8410148711412442,day,13.5,Subject_9
PC(18:3/0:0),Subject_9_time_5,4.777083933277825,day,13.5,Subject_9
PC(18:1/20:4);PC(16:0/22:5),Subject_9_time_5,11.36273565929453,day,13.5,Subject_9
SM(d18:1/17:0),Subject_9_time_5,-4.59828029149908,day,13.5,Subject_9
SM(d16:1/16:0),Subject_9_time_5,-4.201019027500164,day,13.5,Subject_9
PC(22:6/0:0)_A,Subject_9_time_5,-6.638162692233859,day,13.5,Subject_9
TG(17:0/18:1/18:1),Subject_9_time_5,-2.537891563493653,day,13.5,Subject_9
PC(18:0/22:4),Subject_9_time_5,2.3643787670502574,day,13.5,Subject_9
PC(18:1/22:6)_B,Subject_9_time_5,-1.912289564017513,day,13.5,Subject_9
TG(44:1),Subject_9_time_5,3.1396949909623264,day,13.5,Subject_9
PC(O-18:0/22:6),Subject_9_time_5,-0.5789996314670875,day,13.5,Subject_9
PC(17:0/20:4)_B,Subject_9_time_5,-12.801948155852207,day,13.5,Subject_9
TG(62:2),Subject_9_time_5,2.60596137683926,day,13.5,Subject_9
TG(14:0/16:0/16:0),Subject_9_time_5,6.947670471476493,day,13.5,Subject_9
TG(52:5),Subject_9_time_5,-3.331996702209757,day,13.5,Subject_9
TG(48:2),Subject_9_time_5,-7.54794093166289,day,13.5,Subject_9
PC(15:0/20:5),Subject_9_time_5,2.6168582333912633,day,13.5,Subject_9
PC(20:3/20:4),Subject_9_time_5,-0.700576253572827,day,13.5,Subject_9
PC(18:1/20:3),Subject_9_time_5,-5.04823278777758,day,13.5,Subject_9
PC(22:6/0:0)_B,Subject_9_time_5,4.916971834033323,day,13.5,Subject_9
Cer(d18:0/22:0),Subject_9_time_5,-6.5848660231192335,day,13.5,Subject_9
TG(18:2/18:2/18:3),Subject_9_time_5,-12.083306325165891,day,13.5,Subject_9
